DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/13/2018,15:15,,,40.71123,-74.006485,"(40.71123, -74.006485)",BEEKMAN STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879990,SPORT UTILITY / STATION WAGON,TK,,,
04/13/2018,15:15,,,40.738983,-73.97348,"(40.738983, -73.97348)",FDR DRIVE RAMP                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3881276,VN,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:15,,,40.586105,-74.09109,"(40.586105, -74.09109)",SEAVIEW AVENUE                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,3880464,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:15,BROOKLYN,11225,40.6689,-73.95862,"(40.6689, -73.95862)",PRESIDENT STREET                ,FRANKLIN AVENUE,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3882446,PASSENGER VEHICLE,,,,
04/13/2018,15:16,BROOKLYN,11218,40.63882,-73.96776,"(40.63882, -73.96776)",,,395       STRATFORD ROAD                ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880555,PASSENGER VEHICLE,,,,
04/13/2018,15:17,,,40.84125,-73.9094,"(40.84125, -73.9094)",MORRIS AVENUE                   ,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3881156,TAXI,,,,
04/13/2018,15:20,QUEENS,11361,40.765736,-73.762375,"(40.765736, -73.762375)",221 STREET                      ,40 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880356,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,15:20,QUEENS,11435,40.700577,-73.81083,"(40.700577, -73.81083)",,,143-12    91 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880789,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:20,,,40.66718,-73.95076,"(40.66718, -73.95076)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3880865,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,15:20,,,40.610336,-74.13111,"(40.610336, -74.13111)",PURDY AVENUE                    ,WHEELER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880393,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:20,BROOKLYN,11212,40.65801,-73.92078,"(40.65801, -73.92078)",EAST 94 STREET                  ,KINGS HIGHWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,3881669,PASSENGER VEHICLE,,,,
04/13/2018,15:20,BROOKLYN,11232,40.661396,-74.004196,"(40.661396, -74.004196)",,,472       2 AVENUE                      ,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3880594,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,15:28,MANHATTAN,10013,40.71541,-73.99791,"(40.71541, -73.99791)",,,59        BAYARD STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880439,PASSENGER VEHICLE,TK,,,
04/13/2018,15:29,BRONX,10474,40.816864,-73.882744,"(40.816864, -73.882744)",,,772       EDGEWATER ROAD                ,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3880756,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,15:30,BRONX,10454,40.80452,-73.90648,"(40.80452, -73.90648)",,,881       EAST 141 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880068,PICK-UP TRUCK,,,,
04/13/2018,15:30,BROOKLYN,11216,40.687668,-73.951035,"(40.687668, -73.951035)",LEXINGTON AVENUE                ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3881111,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,15:30,BROOKLYN,11238,40.676655,-73.9721,"(40.676655, -73.9721)",,,330       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3880979,SPORT UTILITY / STATION WAGON,VN,,,
04/13/2018,15:30,MANHATTAN,10128,40.780693,-73.9466,"(40.780693, -73.9466)",EAST 92 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881483,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:30,BROOKLYN,11214,40.58984,-73.98846,"(40.58984, -73.98846)",,,176       27 AVENUE                     ,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3881123,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,15:30,,,40.72828,-73.7604,"(40.72828, -73.7604)",CLEARVIEW EXPRESSWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3880408,SPORT UTILITY / STATION WAGON,CONV,,,
04/13/2018,15:35,MANHATTAN,10029,40.788994,-73.94656,"(40.788994, -73.94656)",3 AVENUE                        ,EAST 102 STREET,,0,0,0,0,0,0,0,0,,,,,,3882229,TK,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:35,,,40.842968,-73.90773,"(40.842968, -73.90773)",MOUNT EDEN PARKWAY              ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880969,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,15:40,QUEENS,11354,40.759678,-73.83236,"(40.759678, -73.83236)",39 AVENUE                       ,PRINCE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880847,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:40,QUEENS,11366,40.736073,-73.77356,"(40.736073, -73.77356)",73 AVENUE                       ,199 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,3880330,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,15:40,,,40.77077,-73.91727,"(40.77077, -73.91727)",31 STREET                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3881434,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:40,,,,,,RALPH AVENUE                    ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3882123,PASSENGER VEHICLE,,,,
04/13/2018,15:45,BROOKLYN,11215,40.675076,-73.98801,"(40.675076, -73.98801)",3 AVENUE                        ,3 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880983,TK,,,,
04/13/2018,15:45,STATEN ISLAND,10305,40.597282,-74.07782,"(40.597282, -74.07782)",KENSINGTON AVENUE               ,KRAMER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880461,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,15:45,,,40.8122,-73.94226,"(40.8122, -73.94226)",LENOX AVENUE                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3881136,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,15:45,,,40.804707,-73.91914,"(40.804707, -73.91914)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3880070,PICK-UP TRUCK,CONV,,,
04/13/2018,15:45,,,40.747974,-73.75999,"(40.747974, -73.75999)",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Unspecified,,,3880357,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,
04/13/2018,15:50,BROOKLYN,11204,40.609493,-73.9879,"(40.609493, -73.9879)",,,2145      74 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880351,TK,,,,
04/13/2018,15:50,,,40.89042,-73.855644,"(40.89042, -73.855644)",BARNES AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880662,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,15:50,,,40.58425,-73.9638,"(40.58425, -73.9638)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880470,PASSENGER VEHICLE,CONV,,,
04/13/2018,15:55,BRONX,10469,40.87307,-73.85041,"(40.87307, -73.85041)",BOUCK AVENUE                    ,GIVAN AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3881470,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,15:55,MANHATTAN,10011,40.74581,-74.00554,"(40.74581, -74.00554)",WEST 20 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3881540,VN,TAXI,,,
04/13/2018,15:55,,,40.732002,-74.01025,"(40.732002, -74.01025)",BARROW STREET                   ,,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3881074,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,15:56,,,40.73319,-73.866875,"(40.73319, -73.866875)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879992,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:00,BRONX,10462,40.830902,-73.84765,"(40.830902, -73.84765)",HAVEMEYER AVENUE                ,HAVILAND AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880005,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:00,MANHATTAN,10019,40.76521,-73.987686,"(40.76521, -73.987686)",,,796       9 AVENUE                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3880457,TAXI,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:00,QUEENS,11434,40.66684,-73.78941,"(40.66684, -73.78941)",NORTH CONDUIT AVENUE            ,150 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880714,PASSENGER VEHICLE,,,,
04/13/2018,16:00,QUEENS,11691,40.609535,-73.75372,"(40.609535, -73.75372)",BEACH CHANNEL DRIVE             ,HASSOCK STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3882312,BU,PASSENGER VEHICLE,,,
04/13/2018,16:00,,,40.824085,-73.874344,"(40.824085, -73.874344)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880000,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:00,,,40.76294,-73.86067,"(40.76294, -73.86067)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881175,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:00,,,40.661915,-73.98686,"(40.661915, -73.98686)",JACKSON PLACE                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879964,PASSENGER VEHICLE,,,,
04/13/2018,16:00,,,40.63684,-74.16506,"(40.63684, -74.16506)",,,108       GRANDVIEW AVENUE              ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3880405,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/13/2018,16:00,BRONX,10462,,,,,,29        hugh j grant circle           ,1,0,1,0,0,0,0,0,Unspecified,,,,,3879985,PASSENGER VEHICLE,,,,
04/13/2018,16:00,,,40.85144,-73.88896,"(40.85144, -73.88896)",EAST 182 STREET                 ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3881064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:00,,,40.5854,-74.1685,"(40.5854, -74.1685)",,,2505      RICHMOND AVENUE               ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,,,3880392,PASSENGER VEHICLE,,,,
04/13/2018,16:00,BROOKLYN,11216,40.68595,-73.954445,"(40.68595, -73.954445)",,,1130      BEDFORD AVENUE                ,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Other Vehicular,Other Vehicular,,,3881040,MOTORCYCLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/13/2018,16:05,BROOKLYN,11233,40.67612,-73.91651,"(40.67612, -73.91651)",,,283       SARATOGA AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880427,PASSENGER VEHICLE,,,,
04/13/2018,16:05,QUEENS,11692,40.594044,-73.78914,"(40.594044, -73.78914)",BEACH 59 STREET                 ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3882311,PASSENGER VEHICLE,,,,
04/13/2018,16:05,,,40.86226,-73.89589,"(40.86226, -73.89589)",EAST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880601,PASSENGER VEHICLE,,,,
04/13/2018,16:10,MANHATTAN,10027,40.809605,-73.94981,"(40.809605, -73.94981)",,,253       WEST 125 STREET               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3882253,PASSENGER VEHICLE,TAXI,,,
04/13/2018,16:10,QUEENS,11433,40.702595,-73.78138,"(40.702595, -73.78138)",,,106-001   RUSCOE STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3881372,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:10,,,40.79806,-73.97554,"(40.79806, -73.97554)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Passenger Distraction,,,,3880391,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:15,BRONX,10460,40.839245,-73.8701,"(40.839245, -73.8701)",ROSEDALE AVENUE                 ,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879996,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:15,BROOKLYN,11207,40.66406,-73.89869,"(40.66406, -73.89869)",LIVONIA AVENUE                  ,HINSDALE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3882099,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:15,,,40.663906,-73.95098,"(40.663906, -73.95098)",EMPIRE BOULEVARD                ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879958,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:40,MANHATTAN,10036,,,,W 44TH ST                       ,12TH AVE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,3880462,TAXI,BU,,,
04/13/2018,16:17,BRONX,10451,,,,EAST 161 STREET                 ,WOODYCREST AVENUE,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Lane Marking Improper/Inadequate,,,,3881146,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:20,BROOKLYN,11208,40.67567,-73.87008,"(40.67567, -73.87008)",PITKIN AVENUE                   ,CRESCENT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3882096,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:20,BROOKLYN,11208,40.66486,-73.87807,"(40.66486, -73.87807)",,,775       ESSEX STREET                  ,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,3880399,CONV,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:20,MANHATTAN,10018,40.75433,-73.99263,"(40.75433, -73.99263)",,,307       WEST 37 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881166,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/13/2018,16:20,,,40.748245,-73.976295,"(40.748245, -73.976295)",3 AVENUE                        ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3880397,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,16:21,,,,,,WESTCHESTER AVENUE              ,CROSS BRONX EXPWY SERVICE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3879984,TN,PASSENGER VEHICLE,,,
04/13/2018,16:24,MANHATTAN,10009,40.73066,-73.983086,"(40.73066, -73.983086)",EAST 13 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880681,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:25,,,40.704422,-73.99491,"(40.704422, -73.99491)",BROOKLYN BRIDGE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3880577,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:25,,,40.883907,-73.825935,"(40.883907, -73.825935)",NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880076,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:25,QUEENS,11416,40.68868,-73.837234,"(40.68868, -73.837234)",97 AVENUE                       ,107 STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,3880336,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:30,BROOKLYN,11204,40.61384,-73.981445,"(40.61384, -73.981445)",65 STREET                       ,BAY PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3880563,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:30,BROOKLYN,11212,40.657173,-73.921074,"(40.657173, -73.921074)",KINGS HIGHWAY                   ,EAST 93 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3881651,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:30,BROOKLYN,11212,40.66077,-73.91975,"(40.66077, -73.91975)",ROCKAWAY PARKWAY                ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881650,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:30,BROOKLYN,11226,40.654205,-73.94898,"(40.654205, -73.94898)",,,310       LENOX ROAD                    ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3881667,PASSENGER VEHICLE,,,,
04/13/2018,16:30,BROOKLYN,11232,40.652107,-74.01739,"(40.652107, -74.01739)",47 STREET                       ,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879963,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,16:30,MANHATTAN,10013,40.716988,-73.99825,"(40.716988, -73.99825)",,,195       CANAL STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880547,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:30,,,40.754105,-73.72321,"(40.754105, -73.72321)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3880410,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:30,,,40.775887,-73.99137,"(40.775887, -73.99137)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881269,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:30,,,40.883907,-73.825935,"(40.883907, -73.825935)",NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3880390,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:30,,,40.769688,-73.736305,"(40.769688, -73.736305)",,,NORTHERN BOULEVARD                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880382,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:31,,,,,,FDR DRIVE RAMP                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881956,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:35,STATEN ISLAND,10314,40.594616,-74.12555,"(40.594616, -74.12555)",,,1466      MANOR ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880458,PASSENGER VEHICLE,,,,
04/13/2018,16:40,BRONX,10462,40.85329,-73.86774,"(40.85329, -73.86774)",,,2100      WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880620,TAXI,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:40,MANHATTAN,10035,40.80114,-73.93769,"(40.80114, -73.93769)",3 AVENUE                        ,EAST 121 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3880342,PASSENGER VEHICLE,TK,,,
04/13/2018,16:40,QUEENS,11413,40.66645,-73.75764,"(40.66645, -73.75764)",NORTH CONDUIT AVENUE            ,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881546,FB,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:40,BROOKLYN,11213,40.671925,-73.939186,"(40.671925, -73.939186)",ALBANY AVENUE                   ,STERLING PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3880328,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:44,BROOKLYN,11205,40.68924,-73.966034,"(40.68924, -73.966034)",,,317       WASHINGTON AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3879982,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,
04/13/2018,16:45,BROOKLYN,11206,40.70601,-73.935486,"(40.70601, -73.935486)",MC KIBBIN STREET                ,WHITE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881410,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,16:45,BROOKLYN,11214,40.598553,-73.997345,"(40.598553, -73.997345)",BAY PARKWAY                     ,BATH AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880339,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:45,QUEENS,11101,40.73629,-73.93712,"(40.73629, -73.93712)",STARR AVENUE                    ,34 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879968,SPORT UTILITY / STATION WAGON,TK,,,
04/13/2018,16:45,QUEENS,11368,40.750797,-73.870415,"(40.750797, -73.870415)",,,37-38     JUNCTION BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881168,PASSENGER VEHICLE,,,,
04/13/2018,16:45,QUEENS,11415,40.703022,-73.83125,"(40.703022, -73.83125)",120 STREET                      ,85 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879971,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:45,QUEENS,11429,40.70651,-73.74687,"(40.70651, -73.74687)",,,209-34    111 AVENUE                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879974,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:45,QUEENS,11432,40.718445,-73.808624,"(40.718445, -73.808624)",PARSONS BOULEVARD               ,GOETHALS AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3880329,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:45,STATEN ISLAND,10312,40.5405,-74.177315,"(40.5405, -74.177315)",ANNADALE ROAD                   ,SNEDEN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3881442,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,16:50,BRONX,10459,40.822456,-73.88728,"(40.822456, -73.88728)",BRUCKNER EXPRESSWAY             ,SHERIDAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880488,PASSENGER VEHICLE,DS,,,
04/13/2018,16:50,QUEENS,11101,40.757217,-73.93935,"(40.757217, -73.93935)",,,38-19     21 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3881435,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:50,QUEENS,11385,,,,cypress hills street            ,jackie robinson parkway,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3880538,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,16:52,BRONX,10468,40.862778,-73.906166,"(40.862778, -73.906166)",WEST FORDHAM ROAD               ,ANDREWS AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3880383,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,16:57,BRONX,10465,40.819042,-73.81724,"(40.819042, -73.81724)",EAST TREMONT AVENUE             ,MILES AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3881563,PASSENGER VEHICLE,,,,
04/13/2018,17:00,BRONX,10468,40.8724,-73.88981,"(40.8724, -73.88981)",JEROME AVENUE                   ,EAST 199 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880592,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,17:00,MANHATTAN,10001,40.74766,-73.99304,"(40.74766, -73.99304)",,,333       7 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880493,TK,TAXI,,,
04/13/2018,17:00,MANHATTAN,10040,40.855556,-73.92918,"(40.855556, -73.92918)",SAINT NICHOLAS AVENUE           ,WEST 191 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881693,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,17:00,,,40.704853,-73.791664,"(40.704853, -73.791664)",168 STREET                      ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3881514,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,17:00,,,40.741234,-73.84573,"(40.741234, -73.84573)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3880963,CONV,PASSENGER VEHICLE,,,
